"A továbbszámított népesség száma megyék és a település jogállása szerint"
"Magyaroszág lakónépessége"



" ";"Mutatók";
"Idõszak";"Nem";"Korév";"Terület";"Népesség száma január 1-jén (fõ)";"Évközepi népesség száma (fõ)";
"";"";"";"Bács-Kiskun megye";"16385";"16028,0";
"";"";"";"Békés megye";"11587";"11374,0";
"";"";"";"Csongrád megye";"12702";"12416,5";
"";"";"20 - 24 éves";"Budapest";"53072";"53246,5";
"";"";"";"Pest megye";"38300";"38486,5";
"";"";"";"Fejér megye";"14186";"14239,0";
"";"";"";"Komárom-Esztergom megye";"9951";"9938,0";
"";"";"";"Veszprém megye";"11738";"11769,0";
"";"";"";"Gyõr-Moson-Sopron megye";"14318";"14408,5";
"";"";"";"Vas megye";"7719";"7670,5";
"";"";"";"Zala megye";"8305";"8293,5";
"";"";"";"Baranya megye";"12662";"12648,5";
"";"";"";"Somogy megye";"9515";"9586,5";
"";"";"";"Tolna megye";"7154";"7202,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"24111";"24170,0";
"";"";"";"Heves megye";"9627";"9644,5";
"";"";"";"Nógrád megye";"6336";"6335,0";
"";"";"";"Hajdú-Bihar megye";"19751";"19793,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19628";"19720,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"12657";"12707,5";
"";"";"";"Bács-Kiskun megye";"16928";"17118,0";
"";"";"";"Békés megye";"11139";"11141,5";
"";"";"";"Csongrád megye";"14429";"14409,5";
"";"";"25 - 29 éves";"Budapest";"60582";"60097,5";
"";"";"";"Pest megye";"35911";"35774,5";
"";"";"";"Fejér megye";"13755";"13754,5";
"";"";"";"Komárom-Esztergom megye";"9969";"9912,5";
"";"";"";"Veszprém megye";"11045";"10928,5";
"";"";"";"Gyõr-Moson-Sopron megye";"14350";"14415,0";
"";"";"";"Vas megye";"7661";"7628,0";
"";"";"";"Zala megye";"8223";"8122,5";
"";"";"";"Baranya megye";"11445";"11347,0";
"";"";"";"Somogy megye";"9126";"9063,0";
"";"";"";"Tolna megye";"7162";"7139,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22049";"22015,5";
"";"";"";"Heves megye";"9038";"8937,5";
"";"";"";"Nógrád megye";"6154";"6114,0";
"";"";"";"Hajdú-Bihar megye";"17884";"17908,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18429";"18453,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"11919";"11869,0";
"";"";"";"Bács-Kiskun megye";"15759";"15781,0";
"";"";"";"Békés megye";"10329";"10342,5";
"";"";"";"Csongrád megye";"12874";"12860,5";
"";"";"30 - 34 éves";"Budapest";"76797";"75062,0";
"";"";"";"Pest megye";"47100";"45623,5";
"";"";"";"Fejér megye";"16872";"16430,0";
"";"";"";"Komárom-Esztergom megye";"12122";"11718,5";
"";"";"";"Veszprém megye";"13456";"13039,0";
"";"";"";"Gyõr-Moson-Sopron megye";"18649";"18235,5";
"";"";"";"Vas megye";"9951";"9656,5";
"";"";"";"Zala megye";"10641";"10308,0";
"";"";"";"Baranya megye";"13348";"12933,0";
"";"";"";"Somogy megye";"11158";"10835,5";
"";"";"";"Tolna megye";"8305";"8113,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"24327";"23769,5";
"";"";"";"Heves megye";"11156";"10838,5";
"";"";"";"Nógrád megye";"7124";"6958,0";
"";"";"";"Hajdú-Bihar megye";"20474";"19969,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20661";"20295,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"14367";"14042,0";
"";"";"";"Bács-Kiskun megye";"19088";"18547,0";
"";"";"";"Békés megye";"12333";"11977,5";
"";"";"";"Csongrád megye";"15133";"14721,0";
"";"";"35 - 39 éves";"Budapest";"77228";"79072,5";
"";"";"";"Pest megye";"56424";"57170,5";
"";"";"";"Fejér megye";"18526";"18807,0";
"";"";"";"Komárom-Esztergom megye";"12955";"13173,5";
"";"";"";"Veszprém megye";"14757";"14962,5";
"";"";"";"Gyõr-Moson-Sopron megye";"19990";"20518,0";
"";"";"";"Vas megye";"10919";"11072,5";
"";"";"";"Zala megye";"11721";"11889,5";
"";"";"";"Baranya megye";"14910";"14944,5";
"";"";"";"Somogy megye";"12514";"12611,5";
"";"";"";"Tolna megye";"9135";"9206,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"25435";"25618,0";
"";"";"";"Heves megye";"12165";"12288,5";
"";"";"";"Nógrád megye";"7935";"8010,5";
"";"";"";"Hajdú-Bihar megye";"21899";"22077,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"22963";"23061,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"15293";"15405,5";
"";"";"";"Bács-Kiskun megye";"21025";"21342,0";
"";"";"";"Békés megye";"14468";"14549,0";
"";"";"";"Csongrád megye";"16714";"16930,0";
"";"";"40 - 44 éves";"Budapest";"61752";"62471,5";
"";"";"";"Pest megye";"49347";"49746,0";
"";"";"";"Fejér megye";"15541";"15631,5";
"";"";"";"Komárom-Esztergom megye";"11088";"11150,5";
"";"";"";"Veszprém megye";"12755";"12782,5";
"";"";"";"Gyõr-Moson-Sopron megye";"16983";"17185,5";
"";"";"";"Vas megye";"9570";"9680,5";
"";"";"";"Zala megye";"10239";"10274,5";
"";"";"";"Baranya megye";"13208";"13191,5";
"";"";"";"Somogy megye";"11094";"11165,5";
"";"";"";"Tolna megye";"8206";"8187,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"23763";"23567,0";
"";"";"";"Heves megye";"10841";"10864,0";
"";"";"";"Nógrád megye";"7258";"7202,0";
"";"";"";"Hajdú-Bihar megye";"19431";"19570,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20246";"20294,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"13627";"13629,0";
"";"";"";"Bács-Kiskun megye";"18664";"18762,0";
"";"";"";"Békés megye";"12706";"12660,5";
"";"";"";"Csongrád megye";"14556";"14588,5";
"";"";"45 - 49 éves";"Budapest";"45817";"47396,5";
"";"";"";"Pest megye";"37123";"38471,0";
"";"";"";"Fejér megye";"12871";"13126,5";
"";"";"";"Komárom-Esztergom megye";"9366";"9503,5";
"";"";"";"Veszprém megye";"11323";"11439,0";
"";"";"";"Gyõr-Moson-Sopron megye";"13351";"13705,0";
"";"";"";"Vas megye";"8300";"8340,5";
"";"";"";"Zala megye";"8910";"9052,5";
"";"";"";"Baranya megye";"11751";"11877,0";
"";"";"";"Somogy megye";"9974";"10122,0";
"";"";"";"Tolna megye";"7355";"7452,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"21649";"21860,5";
"";"";"";"Heves megye";"9217";"9344,5";
"";"";"";"Nógrád megye";"6477";"6535,5";
"";"";"";"Hajdú-Bihar megye";"16449";"16717,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17763";"18027,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"11795";"11969,5";
"";"";"";"Bács-Kiskun megye";"16267";"16377,5";
"";"";"";"Békés megye";"11188";"11401,5";
"";"";"";"Csongrád megye";"12117";"12329,0";
"";"";"50 - 54 éves";"Budapest";"43981";"43406,5";
"";"";"";"Pest megye";"35044";"34641,5";
"";"";"";"Fejér megye";"13926";"13632,0";
"";"";"";"Komárom-Esztergom megye";"9845";"9646,0";
"";"";"";"Veszprém megye";"12187";"11944,5";
"";"";"";"Gyõr-Moson-Sopron megye";"14026";"13788,5";
"";"";"";"Vas megye";"8557";"8447,5";
"";"";"";"Zala megye";"10135";"9897,0";
"";"";"";"Baranya megye";"13588";"13204,5";
"";"";"";"Somogy megye";"11045";"10763,5";
"";"";"";"Tolna megye";"8010";"7798,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22970";"22531,0";
"";"";"";"Heves megye";"10095";"9872,5";
"";"";"";"Nógrád megye";"7150";"7068,5";
"";"";"";"Hajdú-Bihar megye";"17496";"17161,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19029";"18726,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"12652";"12343,5";
"";"";"";"Bács-Kiskun megye";"17276";"17001,5";
"";"";"";"Békés megye";"12134";"11765,5";
"";"";"";"Csongrád megye";"12464";"12198,5";
"";"";"55 - 59 éves";"Budapest";"58865";"57725,5";
"";"";"";"Pest megye";"42019";"41560,5";
"";"";"";"Fejér megye";"16259";"16172,5";
"";"";"";"Komárom-Esztergom megye";"11245";"11202,0";
"";"";"";"Veszprém megye";"13833";"13856,0";
"";"";"";"Gyõr-Moson-Sopron megye";"16332";"16261,0";
"";"";"";"Vas megye";"10287";"10184,0";
"";"";"";"Zala megye";"11618";"11603,0";
"";"";"";"Baranya megye";"14595";"14686,0";
"";"";"";"Somogy megye";"12831";"12842,5";
"";"";"";"Tolna megye";"9450";"9456,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"24549";"24604,5";
"";"";"";"Heves megye";"11577";"11524,5";
"";"";"";"Nógrád megye";"7860";"7819,0";
"";"";"";"Hajdú-Bihar megye";"19163";"19192,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19947";"20027,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"15079";"14994,5";
"";"";"";"Bács-Kiskun megye";"19341";"19388,5";
"";"";"";"Békés megye";"14746";"14747,5";
"";"";"";"Csongrád megye";"15075";"15020,5";
"";"";"60 - 64 éves";"Budapest";"48608";"48644,0";
"";"";"";"Pest megye";"35043";"35231,5";
"";"";"";"Fejér megye";"12751";"12907,5";
"";"";"";"Komárom-Esztergom megye";"8904";"8893,5";
"";"";"";"Veszprém megye";"10836";"10926,5";
"";"";"";"Gyõr-Moson-Sopron megye";"13459";"13438,0";
"";"";"";"Vas megye";"8433";"8534,0";
"";"";"";"Zala megye";"9365";"9473,5";
"";"";"";"Baranya megye";"11254";"11304,0";
"";"";"";"Somogy megye";"10543";"10624,0";
"";"";"";"Tolna megye";"7474";"7510,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"19107";"19205,0";
"";"";"";"Heves megye";"9471";"9501,0";
"";"";"";"Nógrád megye";"6259";"6312,0";
"";"";"";"Hajdú-Bihar megye";"15144";"15294,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"15483";"15709,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"11951";"12007,5";
"";"";"";"Bács-Kiskun megye";"15810";"15851,0";
"";"";"";"Békés megye";"11883";"11888,0";
"";"";"";"Csongrád megye";"12353";"12332,5";
"";"";"65 - 69 éves";"Budapest";"42615";"42710,0";
"";"";"";"Pest megye";"26975";"27266,5";
"";"";"";"Fejér megye";"9044";"9177,5";
"";"";"";"Komárom-Esztergom megye";"6702";"6788,0";
"";"";"";"Veszprém megye";"8246";"8321,0";
"";"";"";"Gyõr-Moson-Sopron megye";"10072";"10278,5";
"";"";"";"Vas megye";"6091";"6140,0";
"";"";"";"Zala megye";"6723";"6800,0";
"";"";"";"Baranya megye";"8254";"8308,0";
"";"";"";"Somogy megye";"7533";"7571,5";
"";"";"";"Tolna megye";"5212";"5265,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"13573";"13613,0";
"";"";"";"Heves megye";"7039";"7071,5";
"";"";"";"Nógrád megye";"4648";"4659,5";
"";"";"";"Hajdú-Bihar megye";"10842";"10944,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"9488";"9794,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"8658";"8732,0";
"";"";"";"Bács-Kiskun megye";"11999";"12120,0";
"";"";"";"Békés megye";"8536";"8656,0";
"";"";"";"Csongrád megye";"9758";"9853,5";
"";"";"70 - 74 éves";"Budapest";"29611";"30601,5";
"";"";"";"Pest megye";"18217";"18866,5";
"";"";"";"Fejér megye";"6640";"6758,5";
"";"";"";"Komárom-Esztergom megye";"5169";"5265,5";
"";"";"";"Veszprém megye";"6413";"6515,5";
"";"";"";"Gyõr-Moson-Sopron megye";"7234";"7427,0";
"";"";"";"Vas megye";"4515";"4612,0";
"";"";"";"Zala megye";"5051";"5192,5";
"";"";"";"Baranya megye";"6862";"6900,0";
"";"";"";"Somogy megye";"5618";"5773,0";
"";"";"";"Tolna megye";"3918";"4016,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"10921";"10964,0";
"";"";"";"Heves megye";"5215";"5321,5";
"";"";"";"Nógrád megye";"3728";"3761,0";
"";"";"";"Hajdú-Bihar megye";"8310";"8431,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"7149";"7175,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"6911";"6949,5";
"";"";"";"Bács-Kiskun megye";"8599";"8750,0";
"";"";"";"Békés megye";"6637";"6720,0";
"";"";"";"Csongrád megye";"7259";"7384,0";
"";"";"75 - 79 éves";"Budapest";"21109";"21028,0";
"";"";"";"Pest megye";"11648";"11721,5";
"";"";"";"Fejér megye";"4865";"4837,5";
"";"";"";"Komárom-Esztergom megye";"3446";"3464,0";
"";"";"";"Veszprém megye";"4347";"4357,5";
"";"";"";"Gyõr-Moson-Sopron megye";"4804";"4808,0";
"";"";"";"Vas megye";"2879";"2881,0";
"";"";"";"Zala megye";"3556";"3514,5";
"";"";"";"Baranya megye";"4801";"4831,5";
"";"";"";"Somogy megye";"3630";"3620,5";
"";"";"";"Tolna megye";"2891";"2878,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"7905";"7874,5";
"";"";"";"Heves megye";"3994";"3930,0";
"";"";"";"Nógrád megye";"2564";"2548,5";
"";"";"";"Hajdú-Bihar megye";"5904";"5918,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"5258";"5167,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"5046";"5022,5";
"";"";"";"Bács-Kiskun megye";"6235";"6208,5";
"";"";"";"Békés megye";"5096";"4996,5";
"";"";"";"Csongrád megye";"5012";"5014,5";
"";"";"80 - 84 éves";"Budapest";"15719";"15697,0";
"";"";"";"Pest megye";"6974";"7047,0";
"";"";"";"Fejér megye";"2895";"2943,5";
"";"";"";"Komárom-Esztergom megye";"1946";"1954,5";
"";"";"";"Veszprém megye";"2731";"2779,0";
"";"";"";"Gyõr-Moson-Sopron megye";"3319";"3318,0";
"";"";"";"Vas megye";"1952";"1966,5";
"";"";"";"Zala megye";"2264";"2294,0";
"";"";"";"Baranya megye";"2978";"2984,5";
"";"";"";"Somogy megye";"2368";"2382,0";
"";"";"";"Tolna megye";"1720";"1741,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"4477";"4557,5";
"";"";"";"Heves megye";"2321";"2357,0";
"";"";"";"Nógrád megye";"1442";"1471,5";
"";"";"";"Hajdú-Bihar megye";"3624";"3688,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"3201";"3254,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"3065";"3111,0";
"";"";"";"Bács-Kiskun megye";"4074";"4084,0";
"";"";"";"Békés megye";"3030";"3071,5";
"";"";"";"Csongrád megye";"3233";"3241,5";
"";"";"85 - X  éves";"Budapest";"10267";"10411,0";
"";"";"";"Pest megye";"3887";"3968,0";
"";"";"";"Fejér megye";"1469";"1507,5";
"";"";"";"Komárom-Esztergom megye";"1109";"1116,5";
"";"";"";"Veszprém megye";"1424";"1472,0";
"";"";"";"Gyõr-Moson-Sopron megye";"1913";"1935,5";
"";"";"";"Vas megye";"1202";"1205,0";
"";"";"";"Zala megye";"1342";"1362,0";
"";"";"";"Baranya megye";"1534";"1556,5";
"";"";"";"Somogy megye";"1363";"1405,0";
"";"";"";"Tolna megye";"993";"1000,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"2523";"2544,5";
"";"";"";"Heves megye";"1282";"1291,5";
"";"";"";"Nógrád megye";"806";"807,0";
"";"";"";"Hajdú-Bihar megye";"2307";"2313,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"1788";"1805,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"1885";"1904,0";
"";"";"";"Bács-Kiskun megye";"2357";"2383,5";
"";"";"";"Békés megye";"2116";"2118,0";
"";"";"";"Csongrád megye";"2078";"2092,0";
"";"Nõ";"0 -  4 éves";"Budapest";"40719";"40963,5";
"";"";"";"Pest megye";"32375";"32164,5";
"";"";"";"Fejér megye";"9590";"9519,5";
"";"";"";"Komárom-Esztergom megye";"7011";"6946,0";
"";"";"";"Veszprém megye";"7736";"7641,5";
"";"";"";"Gyõr-Moson-Sopron megye";"10317";"10339,5";
"";"";"";"Vas megye";"5182";"5120,5";
"";"";"";"Zala megye";"5769";"5657,5";
"";"";"";"Baranya megye";"8465";"8281,0";
"";"";"";"Somogy megye";"6644";"6547,0";
"";"";"";"Tolna megye";"4859";"4770,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"16874";"16625,0";
"";"";"";"Heves megye";"6839";"6729,0";
"";"";"";"Nógrád megye";"4210";"4126,0";
"";"";"";"Hajdú-Bihar megye";"12723";"12540,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"14227";"13990,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"8590";"8435,0";
"";"";"";"Bács-Kiskun megye";"11665";"11503,0";
"";"";"";"Békés megye";"7112";"6999,5";
"";"";"";"Csongrád megye";"8802";"8698,0";
"";"";"5 - 9  éves";"Budapest";"34742";"35540,0";
"";"";"";"Pest megye";"33397";"33656,5";
"";"";"";"Fejér megye";"10074";"10102,0";
"";"";"";"Komárom-Esztergom megye";"7111";"7091,5";
"";"";"";"Veszprém megye";"8122";"8082,0";
"";"";"";"Gyõr-Moson-Sopron megye";"10597";"10695,0";
"";"";"";"Vas megye";"5539";"5532,5";
"";"";"";"Zala megye";"5909";"5980,0";
"";"";"";"Baranya megye";"8518";"8545,0";
"";"";"";"Somogy megye";"7388";"7363,0";
"";"";"";"Tolna megye";"5165";"5164,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"17828";"17703,5";
"";"";"";"Heves megye";"7218";"7164,0";
"";"";"";"Nógrád megye";"4858";"4787,5";
"";"";"";"Hajdú-Bihar megye";"13695";"13595,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"15728";"15639,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"9373";"9314,0";
"";"";"";"Bács-Kiskun megye";"12242";"12248,5";
"";"";"";"Békés megye";"8071";"7956,5";
"";"";"";"Csongrád megye";"9245";"9251,5";
"";"";"10 - 14 éves";"Budapest";"30783";"31028,0";
"";"";"";"Pest megye";"31763";"31901,0";
"";"";"";"Fejér megye";"9775";"9737,5";
"";"";"";"Komárom-Esztergom megye";"7287";"7265,0";
"";"";"";"Veszprém megye";"7928";"7923,5";
"";"";"";"Gyõr-Moson-Sopron megye";"10007";"10033,5";
"";"";"";"Vas megye";"5771";"5750,0";
"";"";"";"Zala megye";"6007";"5963,0";
"";"";"";"Baranya megye";"8815";"8744,5";
"";"";"";"Somogy megye";"8001";"7895,5";
"";"";"";"Tolna megye";"5399";"5377,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"19212";"18969,0";
"";"";"";"Heves megye";"7749";"7680,5";
"";"";"";"Nógrád megye";"5073";"5058,5";
"";"";"";"Hajdú-Bihar megye";"14411";"14365,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17128";"16929,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"10079";"9979,0";
"";"";"";"Bács-Kiskun megye";"12764";"12732,0";
"";"";"";"Békés megye";"8854";"8796,0";
"";"";"";"Csongrád megye";"9417";"9329,5";
"";"";"15 - 19 éves";"Budapest";"38610";"37648,0";
"";"";"";"Pest megye";"35559";"34938,5";
"";"";"";"Fejér megye";"12496";"12205,5";
"";"";"";"Komárom-Esztergom megye";"8783";"8616,5";
"";"";"";"Veszprém megye";"10265";"10025,0";
"";"";"";"Gyõr-Moson-Sopron megye";"12608";"12461,5";
"";"";"";"Vas megye";"7397";"7270,5";
"";"";"";"Zala megye";"7510";"7382,0";
"";"";"";"Baranya megye";"11232";"11029,0";
"";"";"";"Somogy megye";"9512";"9364,0";
"";"";"";"Tolna megye";"6515";"6358,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22652";"22259,5";
"";"";"";"Heves megye";"9396";"9238,5";
"";"";"";"Nógrád megye";"5892";"5778,0";
"";"";"";"Hajdú-Bihar megye";"17789";"17446,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19661";"19505,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"11877";"11681,0";
"";"";"";"Bács-Kiskun megye";"15751";"15416,5";
"";"";"";"Békés megye";"11083";"10881,0";
"";"";"";"Csongrád megye";"12243";"11973,0";
"";"";"20 - 24 éves";"Budapest";"53126";"53466,5";
"";"";"";"Pest megye";"35539";"35898,0";
"";"";"";"Fejér megye";"12940";"12983,0";
"";"";"";"Komárom-Esztergom megye";"9117";"9105,5";
"";"";"";"Veszprém megye";"10665";"10729,5";
"";"";"";"Gyõr-Moson-Sopron megye";"13559";"13687,5";
"";"";"";"Vas megye";"7108";"7069,0";
"";"";"";"Zala megye";"7517";"7454,5";
"";"";"";"Baranya megye";"12058";"12046,5";
"";"";"";"Somogy megye";"9323";"9352,0";
"";"";"";"Tolna megye";"6644";"6650,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22339";"22368,5";
"";"";"";"Heves megye";"8972";"8930,0";
"";"";"";"Nógrád megye";"5847";"5856,5";
"";"";"";"Hajdú-Bihar megye";"18864";"18885,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18674";"18617,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"11890";"11916,0";
"";"";"";"Bács-Kiskun megye";"15580";"15593,0";
"";"";"";"Békés megye";"10484";"10435,0";
"";"";"";"Csongrád megye";"13876";"13934,5";
"";"";"25 - 29 éves";"Budapest";"62921";"62696,5";
"";"";"";"Pest megye";"34966";"34724,5";
"";"";"";"Fejér megye";"12439";"12275,0";
"";"";"";"Komárom-Esztergom megye";"9514";"9397,0";
"";"";"";"Veszprém megye";"10137";"10029,5";
"";"";"";"Gyõr-Moson-Sopron megye";"13842";"13805,0";
"";"";"";"Vas megye";"7177";"7162,5";
"";"";"";"Zala megye";"7760";"7638,5";
"";"";"";"Baranya megye";"11108";"10975,5";
"";"";"";"Somogy megye";"8634";"8551,5";
"";"";"";"Tolna megye";"6531";"6485,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"20110";"20089,5";
"";"";"";"Heves megye";"8555";"8512,0";
"";"";"";"Nógrád megye";"5643";"5616,5";
"";"";"";"Hajdú-Bihar megye";"17232";"17130,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17474";"17460,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"10989";"10900,5";
"";"";"";"Bács-Kiskun megye";"14711";"14750,5";
"";"";"";"Békés megye";"9582";"9574,0";
"";"";"";"Csongrád megye";"12479";"12416,5";
"";"";"30 - 34 éves";"Budapest";"79154";"77541,5";
"";"";"";"Pest megye";"47885";"46333,5";
"";"";"";"Fejér megye";"16169";"15746,5";
"";"";"";"Komárom-Esztergom megye";"11391";"11105,5";
"";"";"";"Veszprém megye";"12881";"12531,5";
"";"";"";"Gyõr-Moson-Sopron megye";"18113";"17665,5";
"";"";"";"Vas megye";"9571";"9356,0";
"";"";"";"Zala megye";"10064";"9774,0";
"";"";"";"Baranya megye";"13410";"12935,0";
"";"";"";"Somogy megye";"10848";"10544,5";
"";"";"";"Tolna megye";"7692";"7473,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22549";"22001,0";
"";"";"";"Heves megye";"10628";"10281,5";
"";"";"";"Nógrád megye";"6435";"6217,0";
"";"";"";"Hajdú-Bihar megye";"19671";"19191,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20015";"19529,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"13343";"12981,5";
"";"";"";"Bács-Kiskun megye";"18163";"17630,5";
"";"";"";"Békés megye";"11793";"11422,0";
"";"";"";"Csongrád megye";"14712";"14338,5";
"";"";"35 - 39 éves";"Budapest";"79064";"81167,0";
"";"";"";"Pest megye";"55590";"56385,0";
"";"";"";"Fejér megye";"17341";"17643,0";
"";"";"";"Komárom-Esztergom megye";"12450";"12684,5";
"";"";"";"Veszprém megye";"13880";"13985,5";
"";"";"";"Gyõr-Moson-Sopron megye";"18794";"19302,0";
"";"";"";"Vas megye";"10361";"10454,0";
"";"";"";"Zala megye";"10920";"11040,5";
"";"";"";"Baranya megye";"14763";"14845,5";
"";"";"";"Somogy megye";"12059";"12168,5";
"";"";"";"Tolna megye";"8755";"8811,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"24577";"24651,5";
"";"";"";"Heves megye";"11687";"11825,5";
"";"";"";"Nógrád megye";"7283";"7311,0";
"";"";"";"Hajdú-Bihar megye";"20989";"21213,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"22406";"22482,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"14464";"14627,5";
"";"";"";"Bács-Kiskun megye";"20377";"20594,0";
"";"";"";"Békés megye";"13742";"13859,5";
"";"";"";"Csongrád megye";"16289";"16422,5";
"";"";"40 - 44 éves";"Budapest";"63491";"64076,0";
"";"";"";"Pest megye";"47619";"48073,0";
"";"";"";"Fejér megye";"14968";"15056,0";
"";"";"";"Komárom-Esztergom megye";"10745";"10671,0";
"";"";"";"Veszprém megye";"12218";"12317,0";
"";"";"";"Gyõr-Moson-Sopron megye";"15946";"16203,0";
"";"";"";"Vas megye";"9359";"9402,5";
"";"";"";"Zala megye";"9990";"10013,0";
"";"";"";"Baranya megye";"13436";"13393,5";
"";"";"";"Somogy megye";"11087";"11086,5";
"";"";"";"Tolna megye";"8239";"8205,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"23662";"23481,0";
"";"";"";"Heves megye";"10541";"10599,5";
"";"";"";"Nógrád megye";"7002";"6902,5";
"";"";"";"Hajdú-Bihar megye";"19406";"19309,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20022";"20157,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13302";"13211,0";
"";"";"";"Bács-Kiskun megye";"18346";"18337,0";
"";"";"";"Békés megye";"12618";"12577,5";
"";"";"";"Csongrád megye";"14598";"14637,5";
"";"";"45 - 49 éves";"Budapest";"49308";"51028,5";
"";"";"";"Pest megye";"36417";"37605,0";
"";"";"";"Fejér megye";"12593";"12811,0";
"";"";"";"Komárom-Esztergom megye";"9535";"9666,5";
"";"";"";"Veszprém megye";"11135";"11261,5";
"";"";"";"Gyõr-Moson-Sopron megye";"13297";"13532,0";
"";"";"";"Vas megye";"8056";"8163,0";
"";"";"";"Zala megye";"9256";"9335,5";
"";"";"";"Baranya megye";"12383";"12527,5";
"";"";"";"Somogy megye";"10019";"10097,0";
"";"";"";"Tolna megye";"7375";"7464,0";
